Date,RELIANCE,TCS,HDFCBANK,INFY,ICICIBANK,HINDUNILVR,ITC,SBIN,BHARTIARTL,KOTAKBANK,LT,AXISBANK,WIPRO,HCLTECH,ASIANPAINT,MARUTI,SUNPHARMA,TITAN,ULTRACEMCO,NTPC,ONGC,POWERGRID,NESTLEIND,M&M,TECHM,JSWSTEEL,BAJFINANCE,ADANIPORTS,COALINDIA,GRASIM,INDUSINDBK,TATASTEEL,BRITANNIA,APOLLOHOSP,SBILIFE,HINDALCO,UPL,EICHERMOT,SHREECEM,CIPLA,DRREDDY,HEROMOTOCO,TATACONSUM,BAJAJFINSV,ADANIENT
2026-05-12,1357.722412109375,2269.52734375,738.2399291992188,1116.1473388671875,1240.300048828125,2239.2236328125,292.7252197265625,957.3438110351562,1756.800048828125,376.0,3819.196533203125,1259.12890625,189.57000732421875,1145.800048828125,2483.94921875,13172.0,1840.8753662109375,4042.036865234375,11516.0,392.70001220703125,294.5,306.29998779296875,1461.5740966796875,3142.993896484375,1357.619384765625,1245.1480712890625,898.6756591796875,1681.114990234375,463.04998779296875,2903.0,891.4061889648438,207.71630859375,5334.0,8022.5,1833.9000244140625,1035.9954833984375,626.1500244140625,7126.0,24860.0,1280.2889404296875,1261.996826171875,5082.5,1242.4864501953125,1743.3125,2404.125
2026-05-13,1352.54638671875,2242.395263671875,737.4037475585938,1099.3115234375,1235.5999755859375,2244.47021484375,296.3757629394531,952.9234619140625,1789.199951171875,377.6499938964844,3877.923095703125,1254.7322998046875,187.8000030517578,1143.199951171875,2595.085205078125,13103.0,1820.0301513671875,4077.321044921875,11573.0,390.45001220703125,297.1499938964844,301.5,1461.8726806640625,3079.461181640625,1340.1727294921875,1267.6190185546875,890.6748657226562,1730.5069580078125,462.25,2945.60009765625,891.0567626953125,215.1823272705078,5336.0,8004.5,1837.5,1067.531005859375,630.0999755859375,6971.5,24995.0,1315.2608642578125,1257.3265380859375,4995.0,1224.6375732421875,1727.426025390625,2496.883544921875
2026-05-14,1355.5325927734375,2215.953857421875,757.0291748046875,1071.8067626953125,1246.0,2226.057373046875,299.0528259277344,962.5499877929688,1883.5,383.20001220703125,3902.284912109375,1253.6331787109375,188.3000030517578,1124.0,2599.6455078125,13075.0,1858.32958984375,4121.67578125,11692.0,396.29998779296875,300.8999938964844,301.75,1452.6171875,3140.91552734375,1309.3731689453125,1289.4932861328125,906.5770874023438,1765.95751953125,454.04998779296875,2938.699951171875,906.431884765625,216.66183471679688,5372.5,8119.0,1866.699951171875,1097.5743408203125,638.4000244140625,7034.0,25025.0,1423.3468017578125,1295.3851318359375,5077.0,1217.9937744140625,1738.71630859375,2711.6875
2026-05-15,1330.24951171875,2233.712890625,755.0125122070312,1095.2984619140625,1244.5,2249.32080078125,301.2431640625,963.2000122070312,1905.4000244140625,387.04998779296875,3871.188720703125,1243.8408203125,190.0,1132.5999755859375,2583.1884765625,13221.0,1873.2904052734375,4155.46484375,11487.0,395.25,299.3500061035156,305.8500061035156,1423.6563720703125,3090.643798828125,1335.7867431640625,1271.4967041015625,904.887451171875,1787.56640625,462.20001220703125,2933.800048828125,884.9666748046875,212.45851135253906,5406.0,8082.5,1864.5,1061.9600830078125,632.25,7014.5,24970.0,1418.78955078125,1328.2764892578125,5064.5,1223.6458740234375,1726.6265869140625,2714.7861328125
2026-05-18,1329.7518310546875,2252.656005859375,756.143798828125,1118.3006591796875,1251.0999755859375,2231.502197265625,301.924560546875,939.4000244140625,1938.0999755859375,391.79998779296875,3879.903564453125,1236.946044921875,192.1699981689453,1146.5999755859375,2591.51611328125,13016.0,1900.818359375,4156.06298828125,11561.0,388.29998779296875,297.20001220703125,296.54998779296875,1424.8505859375,3051.653076171875,1393.7796630859375,1285.416748046875,915.4723510742188,1780.1973876953125,462.1000061035156,2943.800048828125,890.7073364257812,205.4725799560547,5380.5,8020.5,1860.4000244140625,1047.634765625,637.8499755859375,6913.0,24475.0,1412.9443359375,1322.8111572265625,4957.0,1220.671142578125,1751.6053466796875,2688.597900390625
2026-05-19,1316.6124267578125,2295.968994140625,750.044677734375,1171.5484619140625,1240.800048828125,2210.41650390625,302.0705871582031,948.7999877929688,1913.5,381.95001220703125,3883.07275390625,1237.3458251953125,195.1699981689453,1179.4000244140625,2578.330322265625,12956.0,1877.3797607421875,4088.584228515625,11368.0,389.3999938964844,296.5,298.6000061035156,1424.5521240234375,3060.163818359375,1429.93994140625,1277.860107421875,917.9074096679688,1755.4019775390625,456.95001220703125,2935.199951171875,893.8023071289062,205.06106567382812,5416.5,8026.0,1881.4000244140625,1042.8597412109375,633.2999877929688,6882.5,24425.0,1396.6968994140625,1326.785888671875,5007.5,1200.73974609375,1748.3082275390625,2723.7822265625
2026-05-20,1353.442138671875,2296.2646484375,747.1427001953125,1168.4161376953125,1237.300048828125,2187.05419921875,299.3935241699219,950.9000244140625,1904.9000244140625,383.20001220703125,3872.872314453125,1248.8369140625,197.1199951171875,1169.800048828125,2576.24853515625,13003.0,1875.385009765625,4092.9697265625,11409.0,392.45001220703125,298.29998779296875,299.8999938964844,1413.30615234375,3089.7529296875,1402.5516357421875,1275.8714599609375,917.4601440429688,1765.1607666015625,458.70001220703125,2971.10009765625,895.6992797851562,202.82713317871094,5344.5,8078.5,1864.199951171875,1079.8665771484375,634.3499755859375,6849.5,24420.0,1386.4925537109375,1313.56982421875,4968.0,1198.55810546875,1770.4892578125,2703.59130859375
2026-05-21,1343.388671875,2296.0673828125,746.7984008789062,1156.180908203125,1242.800048828125,2157.059326171875,299.8802490234375,950.9000244140625,1885.300048828125,380.8500061035156,3890.5,1252.334228515625,199.74000549316406,1168.199951171875,2576.44677734375,13010.0,1886.3563232421875,4069.74609375,11474.0,388.79998779296875,295.8500061035156,299.54998779296875,1399.771240234375,3066.7939453125,1384.032958984375,1273.982421875,902.1046142578125,1785.7740478515625,460.20001220703125,3154.5,898.4947509765625,204.36541748046875,5333.0,8308.5,1859.9000244140625,1093.5950927734375,629.0,6892.0,24605.0,1388.870361328125,1310.191162109375,4969.5,1184.8740234375,1750.7060546875,2696.39453125
2026-05-22,1348.26611328125,2286.300048828125,754.3239135742188,1149.622802734375,1264.300048828125,2181.411865234375,293.6986999511719,949.2000122070312,1871.4000244140625,384.1499938964844,3926.60009765625,1284.409423828125,203.11000061035156,1164.0,2617.09423828125,12987.0,1839.7783203125,4066.456787109375,11569.0,388.6499938964844,290.0,294.29998779296875,1416.291748046875,3049.278076171875,1386.1771240234375,1278.158447265625,910.9501953125,1779.40087890625,456.54998779296875,3155.300048828125,908.67822265625,204.9630889892578,5331.5,8362.5,1870.699951171875,1103.443603515625,632.0,6981.5,24785.0,1386.1953125,1298.96240234375,4966.0,1181.800048828125,1764.494384765625,2716.085693359375
2026-05-25,1360.7086181640625,2308.199951171875,774.0476684570312,1143.75,1291.800048828125,2174.383056640625,295.8890075683594,969.5999755859375,1874.800048828125,392.8500061035156,4033.39990234375,1310.189453125,206.83999633789062,1165.699951171875,2634.939453125,13170.0,1835.7886962890625,4145.59716796875,11726.0,390.04998779296875,284.95001220703125,295.3500061035156,1406.8372802734375,3106.37841796875,1399.1402587890625,1282.0361328125,936.1453247070312,1795.333740234375,458.0,3171.60009765625,924.6024169921875,205.97227478027344,5327.0,8404.0,1901.9000244140625,1093.8934326171875,652.2999877929688,7414.0,25355.0,1400.7587890625,1323.0098876953125,4979.0,1187.199951171875,1805.8590087890625,2848.42626953125
2026-05-26,1350.0579833984375,2276.199951171875,766.22705078125,1142.966796875,1279.0999755859375,2187.153076171875,293.6499938964844,968.5,1846.9000244140625,388.6499938964844,4037.800048828125,1298.298828125,203.72999572753906,1161.9000244140625,2624.232177734375,13208.0,1835.98828125,4092.47119140625,11623.0,389.70001220703125,287.5,292.54998779296875,1421.7655029296875,3075.0078125,1421.752685546875,1286.212158203125,924.5167846679688,1803.5987548828125,458.1499938964844,3165.0,930.7924194335938,206.21722412109375,5338.0,8258.5,1883.199951171875,1098.0716552734375,655.0,7376.0,25180.0,1404.3253173828125,1319.531982421875,4983.0,1187.5999755859375,1799.1646728515625,2967.972900390625
2026-05-27,1344.2845458984375,2284.199951171875,746.3065185546875,1135.3321533203125,1272.699951171875,2176.263916015625,291.95001220703125,967.7999877929688,1852.199951171875,388.70001220703125,4047.5,1303.094970703125,201.5800018310547,1165.199951171875,2648.91796875,13364.0,1839.4791259765625,4124.36669921875,11689.0,398.1499938964844,274.04998779296875,300.1499938964844,1420.6707763671875,3089.1591796875,1418.731201171875,1301.822509765625,925.4609985351562,1816.843017578125,463.04998779296875,3170.0,930.7924194335938,210.36175537109375,5335.5,8272.5,1864.5,1143.7333984375,656.1500244140625,7419.0,25400.0,1405.0186767578125,1310.6881103515625,5075.0,1204.5999755859375,1807.5576171875,2971.771484375
2026-05-28,1344.2845458984375,2284.199951171875,746.3065185546875,1135.3321533203125,1272.699951171875,2176.263916015625,291.95001220703125,967.7999877929688,1852.199951171875,388.70001220703125,4047.5,1303.094970703125,201.5800018310547,1165.199951171875,2648.91796875,13364.0,1839.4791259765625,4124.36669921875,11689.0,398.1499938964844,274.04998779296875,300.1499938964844,1420.6707763671875,3089.1591796875,1418.731201171875,1301.822509765625,925.4609985351562,1816.843017578125,463.04998779296875,3170.0,930.7924194335938,210.36175537109375,5335.5,8272.5,1864.5,1143.7333984375,656.1500244140625,7419.0,25400.0,1405.0186767578125,1310.6881103515625,5075.0,1204.5999755859375,1807.5576171875,2971.771484375
2026-05-29,1315.119384765625,2258.89990234375,732.4359130859375,1136.3109130859375,1256.4000244140625,2131.816162109375,286.8999938964844,964.4000244140625,1829.0,384.20001220703125,4076.5,1285.6085205078125,204.25,1183.800048828125,2648.62060546875,13127.0,1794.4969482421875,4061.57275390625,11482.0,386.8999938964844,265.3999938964844,290.54998779296875,1414.699462890625,3013.94921875,1446.314453125,1270.7012939453125,902.700927734375,1797.0264892578125,457.8999938964844,3122.39990234375,912.8713989257812,203.8167266845703,5204.5,8176.5,1830.0999755859375,1120.852783203125,644.7999877929688,7177.0,25275.0,1387.9786376953125,1295.2857666015625,4903.0,1178.4000244140625,1782.079345703125,2936.087158203125
2026-06-01,1313.9249267578125,2297.39990234375,730.6160278320312,1177.02978515625,1239.699951171875,2063.31298828125,279.6499938964844,954.0999755859375,1810.5999755859375,377.3999938964844,4010.800048828125,1274.916748046875,206.41000366210938,1195.0999755859375,2609.757568359375,12946.0,1791.8040771484375,4011.437255859375,11232.0,378.70001220703125,264.29998779296875,286.1499938964844,1385.1416015625,2939.33251953125,1504.1123046875,1291.97900390625,883.6182250976562,1776.0150146484375,472.6000061035156,3102.60009765625,899.6928100585938,206.31521606445312,5157.5,8108.5,1812.5,1135.3770751953125,645.25,7100.5,25060.0,1377.378173828125,1282.268310546875,4819.89990234375,1143.300048828125,1757.400390625,2908.099609375
2026-06-02,1308.5498046875,2446.89990234375,736.0757446289062,1243.8831787109375,1226.5999755859375,2072.6181640625,283.25,956.6500244140625,1814.199951171875,379.04998779296875,4000.89990234375,1250.1358642578125,209.83999633789062,1243.5,2637.814208984375,13022.0,1785.2213134765625,4064.762451171875,11165.0,367.3999938964844,265.04998779296875,282.1499938964844,1392.008544921875,2967.140625,1531.59814453125,1303.31396484375,876.6112670898438,1806.885009765625,472.1499938964844,3097.60009765625,911.0244140625,206.3446044921875,5117.0,8089.5,1801.699951171875,1140.3511962890625,641.6500244140625,7141.5,24995.0,1366.4803466796875,1265.9716796875,4875.0,1154.699951171875,1739.915283203125,2966.773681640625
2026-06-03,1307.15625,2241.699951171875,741.3878784179688,1196.7039794921875,1242.0,2069.549560546875,277.0,970.4500122070312,1824.0999755859375,381.0,3953.199951171875,1254.232666015625,204.10000610351562,1179.0,2639.49951171875,13044.0,1783.824951171875,4075.42724609375,11101.0,366.79998779296875,267.75,285.04998779296875,1384.843017578125,2979.8076171875,1435.00830078125,1305.4019775390625,871.4430541992188,1796.22998046875,472.29998779296875,3101.60009765625,898.4947509765625,207.60853576660156,5064.0,8290.5,1784.199951171875,1132.989501953125,646.0499877929688,7130.0,24775.0,1362.4183349609375,1255.339111328125,4840.89990234375,1144.0,1732.9212646484375,2924.29248046875
